9|3|9|4	0	0.24799999999999967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5|0|7|1	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|1|9|3	0	0	-4.8439811736772125	0	0	0	0	0	0	0	0	0	0	-0.3919999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|2|8|1	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|1|7|1	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|1|8|3	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|0|2|9	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|2|9|1	0.12785495039999994	1.298196980865777	-4.832838773739515	0	0	0	-0.9293611340799999	0.0	0.0	0	0	0	0	0.11501883401431481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|2|9|2	0	1.0631117598351358	-5.8	0	0	0	-0.24799999999999967	0.0	0.0	0	0	0	0	0.10275083957515892	-0.015280103665288222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5|3|6|3	0	0.45599999999999985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|1|6|3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2999999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|1|6|4	0	0.24799999999999967	0	0	0	0	0	0	0	0	0	0	0	-0.47599999999999987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|0|4|2	0	0	-2.9599999999999973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|2|8|2	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2|1|2|2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45599999999999985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|6|7|3	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|3|8|2	0	0.4959999999999999	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25572001018078083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|0|4|2	0.0	0	0	0	0	0	-0.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|0|5|3	0	0	0	0	0	0	-0.43999999999999984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|2|7|6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|0|4|2	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|4|6|2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|0|8|1	0	0	0	0	0	0	-0.9054143979519998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|1|9|1	0	0	0	0	0	0	0	0	0	0	0	0	5.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|1|4|3	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	-0.4199999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|3|9|0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.091199999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|3|5|4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3799999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|1|7|6	0	0.5319999999999999	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|1|5|2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2959999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5|4|8|2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|3|7|2	0	0.4588799999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47199999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9|8|9|2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8|3|9|1	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6|4|8|2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
